# A11,A12,tx,A21,A22,ty
1.176375744466374,0.06887015741499132,0.3700327590312069,-0.09102883707570364,1.0657883031416626,-0.27297198374514997
1.0478690056960416,-0.35927716182260244,0.1263519908495847,0.3875065091264583,1.09174406127944,-0.15803942468206233
0.9334064233654055,-0.12405819135257679,-0.13767410747498432,0.14308328038961465,1.0066109842438544,0.13453198249169518
0.30665444861849683,-0.8640466210189904,0.08091253620952177,0.8605482093019777,0.3606782647965628,-0.1767758846406643
0.5864054097016043,-0.8862234961845836,0.06984561448486648,0.8075664325306693,0.6283496432021941,-0.34831952034350666
0.8273812073923442,0.2791092682362664,-0.27797158167034597,-0.3224443505855641,1.1268216450598882,-0.412102931845865
0.17136378749787154,1.0198948947887234,-0.4384541480820332,-0.941278953425365,0.21716662336749065,-0.14788473463808394
0.9338980860962649,0.5181078377926717,-0.4406556220264527,-0.4494241449251522,0.7462541491132957,-0.4021270765613201
0.606260355924788,0.7814114480382117,0.055335952159980994,-0.8032393412285882,0.5971918479408551,0.40305960426507625
0.940432498889144,0.04091728066055402,-0.20905861160604866,-0.05393188390155853,1.0022301240895901,0.24823651267132574
1.0118252734599897,-0.09288604596344027,0.29368771368595337,0.07540676958549779,0.8116449010839295,-0.2782540942647236
0.27837818914353796,-1.0129126521375555,0.3574136213250856,0.8351355257925488,0.20995797205831299,0.3979641550884082
0.7708265695516614,0.4344423510620322,-0.47924103006658814,-0.42845498427183515,1.0178280872000416,-0.01177208344864733
0.7341862330176852,-0.8926542774476215,-0.007829642755547539,0.621385083826854,0.5819502126946614,0.35203794663105925
0.4510339646433323,0.8339605491469615,0.0805549767296011,-0.778322319869488,0.3611761062614625,0.4563976038806098
1.1415646832489983,0.24058238102591079,0.19090666360057007,-0.2838025926551168,0.8851564915795996,0.4312024462108397
0.7358942194219523,-0.9307012955560487,-0.4835702658035247,0.6465167111692042,0.6859233470133709,0.22215000233004945
0.3457765347162936,-0.8685361284301212,-0.4854152222852185,0.7673313337040788,0.2999381624351362,0.4777151037308943
0.2666623574271059,0.8193441618853374,-0.2883574951855372,-1.1381876075790682,0.265801910035383,-0.20213217695671315
0.006862103739612412,-1.1752692461910987,-0.4294458993480401,0.9975751540538089,0.006138124827330936,0.11113658353463063
0.4835962733429922,1.0081148043667432,0.004166652273892013,-1.062977622356451,0.5101068368988294,-0.12855753727969044
1.0120731845816007,-0.47647136612724805,-0.010400756865635019,0.5773621756821078,0.7341889922348344,-0.4820101164484544
0.8483988202129471,-0.15206264030403396,-0.18676135802241667,0.19587144663567652,0.8381820020061511,-0.2781067553750496
0.859064499665387,0.4807538147630494,0.4430307672618622,-0.6217543164721779,0.7529661013184231,0.4641715643526948
0.1533867078761424,-0.8433451767359196,0.2768627008904698,1.0061892149762168,0.14783477271260342,-0.17452389507370014
