# A11,A12,tx,A21,A22,ty
-0.590794,-0.721567,0.042875,0.625203,-0.654806,0.091560,-0.006439,-0.096386
0.950884,-0.183683,0.049332,0.226185,0.907826,-0.013166,0.100709,-0.037509
-0.987543,-0.487854,0.083747,0.456478,-1.050853,0.059444,-0.010906,0.102377
0.434112,-0.752886,-0.018506,0.630377,0.192061,0.108278,-0.184448,-0.132415
0.436691,-1.058146,-0.088982,1.076074,0.489198,-0.064311,-0.019620,0.272309
0.741756,-0.669899,-0.134797,0.583222,0.891687,0.002968,-0.211752,0.269840
-0.577469,-0.859535,0.008546,0.648987,-0.655115,0.002756,-0.089922,0.137210
-0.814797,-0.826438,0.072908,0.815429,-0.612881,-0.050418,0.061855,0.106116
0.278583,-1.053817,0.006129,1.129248,0.440194,-0.053872,0.103743,0.098781
0.821786,-0.172052,0.008958,0.057165,0.817439,0.017415,-0.093906,-0.155588
-0.768947,-0.491329,0.018821,0.333298,-0.821753,-0.036759,-0.154568,0.047171
0.081354,-1.313838,0.002829,1.127344,0.049658,-0.026754,0.004740,0.220342
0.746887,-0.733560,-0.043808,0.876378,0.786138,-0.090308,0.089759,-0.024812
0.200669,-0.938744,0.017389,1.014861,0.378554,-0.087726,-0.012747,0.022327
-0.821689,-0.639030,-0.117127,0.619184,-0.913819,-0.002865,0.089460,0.120961
-0.828115,-0.178832,0.005425,0.115229,-0.905983,0.064043,-0.079616,-0.078852
0.016627,-1.144571,0.035832,1.125453,0.267093,-0.027593,0.102812,0.037492
-0.886264,0.043699,-0.073084,-0.009715,-1.024488,0.037527,-0.110091,0.054031
-0.186823,-1.137490,0.012923,1.153159,0.074072,-0.095866,0.126217,0.026203
-0.844679,-0.341370,-0.022572,0.433026,-0.892956,-0.002185,-0.113207,-0.001507
0.977105,-0.631796,0.025234,0.634272,0.902440,0.026063,0.106094,0.042921
0.097981,-0.905338,-0.024069,0.802327,-0.036736,0.068688,-0.034503,-0.155576
-0.048854,-0.953010,0.035381,0.931366,-0.031758,-0.031320,-0.061438,-0.020517
1.064622,-0.026510,-0.047256,0.038781,0.931261,0.036592,0.103799,-0.097717
-1.329319,-0.326054,0.092218,0.273830,-1.172440,0.028941,0.237290,0.082133
0.857777,-0.550606,-0.119454,0.386523,1.017122,0.033584,-0.116085,0.211394
-0.942738,-0.236567,0.031272,0.275601,-0.965625,-0.014079,-0.124903,0.012504
0.835171,-0.418446,-0.001798,0.469912,0.938150,0.068987,0.064052,0.090140
